"","variable","Mitella_caulescens_avg"
"1",9,0.000346657803951326
"2",13.8163265306122,0.00869815503720917
"3",18.6326530612245,0.0175349505853871
"4",23.4489795918367,0.00917628300238421
"5",28.265306122449,0.0153388603686102
"6",33.0816326530612,0.023401528298698
"7",37.8979591836735,0.0326969555254877
"8",42.7142857142857,0.0439802108046996
"9",47.530612244898,0.0366208128329476
"10",52.3469387755102,0.0461603728816512
"11",57.1632653061224,0.0471123261289628
"12",61.9795918367347,0.0479916119436283
"13",66.7959183673469,0.0470686482232883
"14",71.6122448979592,0.0428252486733036
"15",76.4285714285714,0.031002482316139
"16",81.2448979591837,0.0359011446774939
"17",86.0612244897959,0.0346362413872412
"18",90.8775510204082,0.0402361168826352
"19",95.6938775510204,0.0387316481810895
"20",100.510204081633,0.031718470888585
"21",105.326530612245,0.0363113827671005
"22",110.142857142857,0.0363794546936837
"23",114.959183673469,0.0354258985342849
"24",119.775510204082,0.0358808895574062
"25",124.591836734694,0.0312960629548777
"26",129.408163265306,0.021067857434774
"27",134.224489795918,0.0226745928430086
"28",139.040816326531,0.0203469315510325
"29",143.857142857143,0.0198147060877464
"30",148.673469387755,0.019390398609516
"31",153.489795918367,0.0150110472283082
"32",158.30612244898,0.0164869016132766
"33",163.122448979592,0.013022354355831
"34",167.938775510204,0.0102558839175791
"35",172.755102040816,0.00801421121779828
"36",177.571428571429,0.00527374047187249
"37",182.387755102041,0.00467936110404045
"38",187.204081632653,0.00414497100800721
"39",192.020408163265,0.00294658189741341
"40",196.836734693878,0.00233341915137806
"41",201.65306122449,0.00205982126537981
"42",206.469387755102,0.00148948928862631
"43",211.285714285714,0.00144612703822721
"44",216.102040816327,0.00111110390311518
"45",220.918367346939,0.000815619067559863
"46",225.734693877551,0.000632317034926723
"47",230.551020408163,0.00036468092110778
"48",235.367346938776,0.000123683874232882
"49",240.183673469388,2.17841644960829e-05
"50",245,0
