"","variable","Mitella_breweri_avg"
"1",0,0.0469687528464848
"2",2.04081632653061,0.00732174422416012
"3",4.08163265306122,0.00666525668683661
"4",6.12244897959184,0.00524490822715485
"5",8.16326530612245,0.00583650664239307
"6",10.2040816326531,0.00503932444736674
"7",12.2448979591837,0.00618061396863657
"8",14.2857142857143,0.00789500051450037
"9",16.3265306122449,0.0112530103411936
"10",18.3673469387755,0.0127529836557836
"11",20.4081632653061,0.0103297144388108
"12",22.4489795918367,0.00697634797356281
"13",24.4897959183673,0.0110234574533593
"14",26.530612244898,0.0107548602739572
"15",28.5714285714286,0.011462762776078
"16",30.6122448979592,0.0078290666346986
"17",32.6530612244898,0.00888310454179614
"18",34.6938775510204,0.00894234095731476
"19",36.734693877551,0.011919784350801
"20",38.7755102040816,0.0125091113362926
"21",40.8163265306122,0.0162923963905632
"22",42.8571428571429,0.01518260173541
"23",44.8979591836735,0.0188462094354292
"24",46.9387755102041,0.0203480635969228
"25",48.9795918367347,0.0291474548096093
"26",51.0204081632653,0.0269711282552807
"27",53.0612244897959,0.0440240058468066
"28",55.1020408163265,0.0183504544404635
"29",57.1428571428571,0.0142741059525173
"30",59.1836734693878,0.0130133454176748
"31",61.2244897959184,0.0118241252097692
"32",63.265306122449,0.0326514595385263
"33",65.3061224489796,0.0103466050171366
"34",67.3469387755102,0.0330071934766352
"35",69.3877551020408,0.0145690405765203
"36",71.4285714285714,0.011181072583639
"37",73.469387755102,0.00890937127622895
"38",75.5102040816327,0.0110941835075074
"39",77.5510204081633,0.0126265881617508
"40",79.5918367346939,0.00605490393585553
"41",81.6326530612245,0.00729024723336648
"42",83.6734693877551,0.0156671159755393
"43",85.7142857142857,0.0393261035079013
"44",87.7551020408163,0.0147036855232714
"45",89.7959183673469,0.0133186648904307
"46",91.8367346938776,0.016243357194447
"47",93.8775510204082,0.0111526665842562
"48",95.9183673469388,0.006573365714369
"49",97.9591836734694,0.0159247182594602
"50",100,0.27529711366153
