"","variable","Bensoniella_oregona_avg"
"1",740,0
"2",770.30612244898,4.4491172937258e-07
"3",800.612244897959,2.65662176439723e-06
"4",830.918367346939,2.07953485682975e-05
"5",861.224489795918,7.55143866042505e-05
"6",891.530612244898,0.000171963810017988
"7",921.836734693878,0.000476320622854898
"8",952.142857142857,0.000806658248605318
"9",982.448979591837,0.000928344280488113
"10",1012.75510204082,0.00141897584305764
"11",1043.0612244898,0.0020517351001858
"12",1073.36734693878,0.00263193516318607
"13",1103.67346938776,0.00443803394211636
"14",1133.97959183673,0.00559771155715796
"15",1164.28571428571,0.00833896356208145
"16",1194.59183673469,0.0106651225883252
"17",1224.89795918367,0.0122488937458173
"18",1255.20408163265,0.0162997037040453
"19",1285.51020408163,0.022041832025018
"20",1315.81632653061,0.029534976632421
"21",1346.12244897959,0.0361173962462409
"22",1376.42857142857,0.0378054460479119
"23",1406.73469387755,0.0447961380390234
"24",1437.04081632653,0.0538646077370921
"25",1467.34693877551,0.0526240901186313
"26",1497.65306122449,0.0806988134006823
"27",1527.95918367347,0.104523822918037
"28",1558.26530612245,0.100687116742132
"29",1588.57142857143,0.0943957495929798
"30",1618.87755102041,0.0568823400484948
"31",1649.18367346939,0.0350509839038507
"32",1679.48979591837,0.0275559751798625
"33",1709.79591836735,0.0276449614028834
"34",1740.10204081633,0.0300761767095018
"35",1770.40816326531,0.0298925577765809
"36",1800.71428571429,0.0179681033142777
"37",1831.02040816327,0.0115363374534462
"38",1861.32653061225,0.0139302751966156
"39",1891.63265306122,0.0112283120074539
"40",1921.9387755102,0.006356466832953
"41",1952.24489795918,0.00401465206834036
"42",1982.55102040816,0.00227482823221508
"43",2012.85714285714,0.00184097964190369
"44",2043.16326530612,0.000348277943720017
"45",2073.4693877551,9.55162331822246e-05
"46",2103.77551020408,2.54168932254691e-05
"47",2134.08163265306,7.74246466739909e-06
"48",2164.38775510204,3.38295510403835e-06
"49",2194.69387755102,2.95080494553407e-06
"50",2225,0
