"","variable","Mitella_acerina_avg"
"1",177,0.000881207735515939
"2",183.081632653061,0.00306889995300308
"3",189.163265306122,0.00356058518521989
"4",195.244897959184,0.00762726368958461
"5",201.326530612245,0.0135244424557386
"6",207.408163265306,0.014018657673739
"7",213.489795918367,0.0106505064871152
"8",219.571428571429,0.0073943798000392
"9",225.65306122449,0.00802644810455781
"10",231.734693877551,0.00737109602639419
"11",237.816326530612,0.00564894208528333
"12",243.897959183673,0.00524549735540876
"13",249.979591836735,0.00740909927950289
"14",256.061224489796,0.0099407606574289
"15",262.142857142857,0.00998856310084348
"16",268.224489795918,0.0115826808187449
"17",274.30612244898,0.0118163225607446
"18",280.387755102041,0.0139983114295154
"19",286.469387755102,0.0148560686728499
"20",292.551020408163,0.0175343408605389
"21",298.632653061224,0.0197407452008601
"22",304.714285714286,0.0198763381872058
"23",310.795918367347,0.0247662451256537
"24",316.877551020408,0.0291458862344718
"25",322.959183673469,0.0276477086298568
"26",329.040816326531,0.0264811253434803
"27",335.122448979592,0.025318709595818
"28",341.204081632653,0.0266205700082061
"29",347.285714285714,0.0240706409401506
"30",353.367346938776,0.0252684171899408
"31",359.448979591837,0.0263292236183016
"32",365.530612244898,0.0263031906790948
"33",371.612244897959,0.0421797160948864
"34",377.69387755102,0.0444464363386614
"35",383.775510204082,0.0574808831686479
"36",389.857142857143,0.0493840355261513
"37",395.938775510204,0.0409431090696224
"38",402.020408163265,0.033385952891564
"39",408.102040816327,0.0229182710290578
"40",414.183673469388,0.0176352444771843
"41",420.265306122449,0.0248376554109994
"42",426.34693877551,0.0336447492171637
"43",432.428571428571,0.0331967547597797
"44",438.510204081633,0.0391208390278981
"45",444.591836734694,0.0427019985755483
"46",450.673469387755,0.0182577489662371
"47",456.755102040816,0.00784244719465945
"48",462.836734693878,0.00449126418600842
"49",468.918367346939,0.00169117333686269
"50",475,0.000128846044258503
