"","variable","Elmera_racemosa_avg"
"1",0,0.531657246872621
"2",1.97959183673469,0.00220182483712218
"3",3.95918367346939,0.00303941865624381
"4",5.93877551020408,0.00908812170106832
"5",7.91836734693878,0.0162102917579018
"6",9.89795918367347,0.00428023375187188
"7",11.8775510204082,0.0265148322739975
"8",13.8571428571429,0.0523213948122785
"9",15.8367346938776,0.0248512738787036
"10",17.8163265306122,0.00850625641828924
"11",19.7959183673469,0.0242687240393056
"12",21.7755102040816,0.0270190803276385
"13",23.7551020408163,0.0208008627775918
"14",25.734693877551,0.0487698033476033
"15",27.7142857142857,0.0864192054585994
"16",29.6938775510204,0.0413741674025286
"17",31.6734693877551,0.0204748021730199
"18",33.6530612244898,0.0126840794149022
"19",35.6326530612245,0.00809038045320062
"20",37.6122448979592,0.00673524441753688
"21",39.5918367346939,0.00550790955652611
"22",41.5714285714286,0.00225167879166752
"23",43.5510204081633,0.000882051112132903
"24",45.530612244898,0.000959430638546834
"25",47.5102040816327,0.000670516046906424
"26",49.4897959183673,0.00329611456339937
"27",51.469387755102,0.000652709804267396
"28",53.4489795918367,0.000565966414524713
"29",55.4285714285714,0.00103905269208837
"30",57.4081632653061,0.00110912284333196
"31",59.3877551020408,0.00270035963520812
"32",61.3673469387755,0.000654683529295543
"33",63.3469387755102,0.000685786992058564
"34",65.3265306122449,0.000499056425330878
"35",67.3061224489796,0.000499274348028089
"36",69.2857142857143,0.000437834683826978
"37",71.265306122449,0.000416156153884973
"38",73.2448979591837,0.000183852683456232
"39",75.2244897959184,0.000301169042423658
"40",77.2040816326531,8.9359562426125e-05
"41",79.1836734693878,4.84622650632733e-05
"42",81.1632653061225,0.00112754086032051
"43",83.1428571428571,4.90523970181464e-05
"44",85.1224489795918,3.21334251026234e-05
"45",87.1020408163265,1.24774936043821e-05
"46",89.0816326530612,1.25524148167589e-05
"47",91.0612244897959,8.45085271878438e-06
"48",93.0408163265306,0
"49",95.0204081632653,0
"50",97,0
