"","variable","Heuchera_elegans_avg"
"1",19,0
"2",23.2448979591837,0
"3",27.4897959183673,0.000321032041737827
"4",31.734693877551,0.000551130469956787
"5",35.9795918367347,0.00205203779398051
"6",40.2244897959184,0.00158903842686167
"7",44.469387755102,0.00117854349562728
"8",48.7142857142857,0.0049220900734719
"9",52.9591836734694,0.00777770738678286
"10",57.2040816326531,0.0133489132096814
"11",61.4489795918367,0.0169677269455369
"12",65.6938775510204,0.0277903964891319
"13",69.9387755102041,0.0444605976337502
"14",74.1836734693878,0.0429653345709958
"15",78.4285714285714,0.0366734767248402
"16",82.6734693877551,0.0473798806786433
"17",86.9183673469388,0.0583183692847072
"18",91.1632653061225,0.0388957315226692
"19",95.4081632653061,0.0417785040194981
"20",99.6530612244898,0.0478367579530288
"21",103.897959183673,0.0595006099784629
"22",108.142857142857,0.0557037632110128
"23",112.387755102041,0.0478437207454175
"24",116.632653061225,0.0488122201795557
"25",120.877551020408,0.0703725427810877
"26",125.122448979592,0.0501051176494283
"27",129.367346938776,0.0460000581932098
"28",133.612244897959,0.0369482681172404
"29",137.857142857143,0.0348570493370893
"30",142.102040816327,0.0351790028152506
"31",146.34693877551,0.0219632820181267
"32",150.591836734694,0.0197545524311694
"33",154.836734693878,0.0129886980266506
"34",159.081632653061,0.0104627277980218
"35",163.326530612245,0.00603376827954413
"36",167.571428571429,0.00349150028205315
"37",171.816326530612,0.00262023531573549
"38",176.061224489796,0.00169687190457475
"39",180.30612244898,0.000691780570459613
"40",184.551020408163,9.02813035180733e-05
"41",188.795918367347,2.18647868564403e-05
"42",193.040816326531,1.97612604222474e-05
"43",197.285714285714,1.36691390776153e-05
"44",201.530612244898,7.55022802487197e-06
"45",205.775510204082,5.55414054514795e-06
"46",210.020408163265,5.4298731920479e-06
"47",214.265306122449,1.78100817437529e-06
"48",218.510204081633,7.71419851826717e-07
"49",222.755102040816,2.61993214057299e-07
"50",227,3.64921307652982e-08
