"","variable","Heuchera_cylindrica_avg"
"1",1,0.000100023292144603
"2",2.73979591836735,0.00657017891865631
"3",4.47959183673469,0.0185099513027171
"4",6.21938775510204,0.0211108089096999
"5",7.95918367346939,0.0344617718760017
"6",9.69897959183674,0.0402963223221299
"7",11.4387755102041,0.0463342230528874
"8",13.1785714285714,0.0749067011973125
"9",14.9183673469388,0.072099231748045
"10",16.6581632653061,0.0913162388984164
"11",18.3979591836735,0.0955728909456488
"12",20.1377551020408,0.0811000623998945
"13",21.8775510204082,0.0636008065853051
"14",23.6173469387755,0.0635449877492952
"15",25.3571428571429,0.0588561776589071
"16",27.0969387755102,0.0542042878498071
"17",28.8367346938776,0.0418740704446778
"18",30.5765306122449,0.0401158928352212
"19",32.3163265306122,0.0272545868946504
"20",34.0561224489796,0.0243886736998468
"21",35.7959183673469,0.0140298644328316
"22",37.5357142857143,0.00945436679980275
"23",39.2755102040816,0.00775206987382842
"24",41.015306122449,0.00433581305604328
"25",42.7551020408163,0.00276396740816702
"26",44.4948979591837,0.00188777854344379
"27",46.234693877551,0.00105849226844674
"28",47.9744897959184,0.000826041337453389
"29",49.7142857142857,0.0005150121828467
"30",51.4540816326531,0.000371867311104247
"31",53.1938775510204,0.000269128261514011
"32",54.9336734693878,0.000143600359720354
"33",56.6734693877551,0.000144590771134895
"34",58.4132653061225,7.25799298143301e-05
"35",60.1530612244898,6.90984576483055e-05
"36",61.8928571428571,4.76303059084374e-05
"37",63.6326530612245,2.08079383120198e-05
"38",65.3724489795918,1.94021807151259e-05
"39",67.1122448979592,0
"40",68.8520408163265,0
"41",70.5918367346939,0
"42",72.3316326530612,0
"43",74.0714285714286,0
"44",75.8112244897959,0
"45",77.5510204081633,0
"46",79.2908163265306,0
"47",81.030612244898,0
"48",82.7704081632653,0
"49",84.5102040816327,0
"50",86.25,0
