"","variable","Heuchera_americana_avg"
"1",274,3.05821501515779e-06
"2",276.897959183673,1.13296832037869e-05
"3",279.795918367347,1.56789280730688e-05
"4",282.69387755102,1.89636251079192e-05
"5",285.591836734694,2.46661086245768e-05
"6",288.489795918367,1.40533926741113e-05
"7",291.387755102041,4.0193235946661e-05
"8",294.285714285714,7.58751778458926e-05
"9",297.183673469388,0.000175072127386765
"10",300.081632653061,0.000330595300468652
"11",302.979591836735,0.00075439453153018
"12",305.877551020408,0.00139553886273303
"13",308.775510204082,0.00265616541101557
"14",311.673469387755,0.00425759254004577
"15",314.571428571429,0.0065810477512498
"16",317.469387755102,0.006391982387244
"17",320.367346938776,0.0148556736308129
"18",323.265306122449,0.0186815062757753
"19",326.163265306122,0.0246502283175176
"20",329.061224489796,0.0271480772748144
"21",331.959183673469,0.0327993473017613
"22",334.857142857143,0.0388705059498971
"23",337.755102040816,0.0380285008928027
"24",340.65306122449,0.0387433622352669
"25",343.551020408163,0.0390991300528798
"26",346.448979591837,0.0238688474100161
"27",349.34693877551,0.0365098743371411
"28",352.244897959184,0.0409070717980886
"29",355.142857142857,0.034116099151452
"30",358.040816326531,0.0399675336872815
"31",360.938775510204,0.0582592115657356
"32",363.836734693878,0.077214410240458
"33",366.734693877551,0.0590360676941487
"34",369.632653061224,0.0441970937701465
"35",372.530612244898,0.0238847622062241
"36",375.428571428571,0.0344246827314383
"37",378.326530612245,0.0316838865068092
"38",381.224489795918,0.0285030512210334
"39",384.122448979592,0.0337340504822269
"40",387.020408163265,0.0327750960988797
"41",389.918367346939,0.0290517057137185
"42",392.816326530612,0.0219029265321617
"43",395.714285714286,0.0191407248375491
"44",398.612244897959,0.0161233996669468
"45",401.510204081633,0.00596682387702625
"46",404.408163265306,0.00684020500541173
"47",407.30612244898,0.003774700022579
"48",410.204081632653,0.00194212741092961
"49",413.102040816327,0.000522966882783314
"50",416,3.01419401215409e-05
