"","variable","Heuchera_glomerulata_avg"
"1",0,0.00216061785932684
"2",0.437587621260663,0.0116150564600144
"3",0.875175242521327,0.0269957204054357
"4",1.31276286378199,0.0467545050624521
"5",1.75035048504265,0.0687548154654014
"6",2.18793810630332,0.0709505467783023
"7",2.62552572756398,0.0702585275693504
"8",3.06311334882464,0.0680882659012739
"9",3.50070097008531,0.0669316780593691
"10",3.93828859134597,0.0595860157646068
"11",4.37587621260663,0.0553728710850309
"12",4.8134638338673,0.0532520853621297
"13",5.25105145512796,0.0463162583039489
"14",5.68863907638862,0.040853638575255
"15",6.12622669764929,0.0367658187472664
"16",6.56381431890995,0.0323416027892268
"17",7.00140194017061,0.027553110224758
"18",7.43898956143128,0.0273214927680179
"19",7.87657718269194,0.0255150213075933
"20",8.3141648039526,0.0222805393826687
"21",8.75175242521327,0.0190631636912466
"22",9.18934004647393,0.016466691607346
"23",9.62692766773459,0.0146918485389193
"24",10.0645152889953,0.0129012658235141
"25",10.5021029102559,0.0109773504408552
"26",10.9396905315166,0.0104242549908
"27",11.3772781527772,0.00946771242482997
"28",11.8148657740379,0.00755725630252424
"29",12.2524533952986,0.00767704212925051
"30",12.6900410165592,0.00595887287342359
"31",13.1276286378199,0.00493096782862151
"32",13.5652162590806,0.00388760490639265
"33",14.0028038803412,0.00278516526224305
"34",14.4403915016019,0.00275142616845811
"35",14.8779791228626,0.00252385793335972
"36",15.3155667441232,0.00189840813498019
"37",15.7531543653839,0.00137367777564242
"38",16.1907419866445,0.00142601902342249
"39",16.6283296079052,0.00120627013358221
"40",17.0659172291659,0.000798040640177478
"41",17.5035048504265,0.000458910784863555
"42",17.9410924716872,0.000320688058201815
"43",18.3786800929479,0.000520740858065542
"44",18.8162677142085,0.000264575797851219
"45",19.2538553354692,0
"46",19.6914429567298,0
"47",20.1290305779905,0
"48",20.5666181992512,0
"49",21.0042058205118,0
"50",21.4417934417725,0
