"","variable","Heuchera_rubescens_avg"
"1",16.5,0
"2",17.7755102040816,0
"3",19.0510204081633,0
"4",20.3265306122449,0
"5",21.6020408163265,0
"6",22.8775510204082,1.75118138732438e-05
"7",24.1530612244898,8.1808269499151e-05
"8",25.4285714285714,0.000170926970744278
"9",26.7040816326531,0.000306762586947443
"10",27.9795918367347,0.000492628476564976
"11",29.2551020408163,0.000884879710876166
"12",30.530612244898,0.00175492385294952
"13",31.8061224489796,0.00259782317241621
"14",33.0816326530612,0.00393804752120713
"15",34.3571428571429,0.00480666505353975
"16",35.6326530612245,0.00663777175012436
"17",36.9081632653061,0.00824980579041163
"18",38.1836734693878,0.00933870489917775
"19",39.4591836734694,0.0138033002154904
"20",40.734693877551,0.017917707229911
"21",42.0102040816327,0.0299130226911834
"22",43.2857142857143,0.027622203826794
"23",44.5612244897959,0.029845776749244
"24",45.8367346938775,0.0356781695770438
"25",47.1122448979592,0.0607029165754723
"26",48.3877551020408,0.0570427647827724
"27",49.6632653061224,0.0723042351010333
"28",50.9387755102041,0.0918136859299541
"29",52.2142857142857,0.0657771792233338
"30",53.4897959183673,0.0602120577339084
"31",54.765306122449,0.0577873454836567
"32",56.0408163265306,0.0661648361507643
"33",57.3163265306122,0.0529582651977286
"34",58.5918367346939,0.0505370352093831
"35",59.8673469387755,0.0726654367495259
"36",61.1428571428571,0.0393104858388347
"37",62.4183673469388,0.0303413688021565
"38",63.6938775510204,0.0179375675337816
"39",64.969387755102,0.00852611928464069
"40",66.2448979591837,0.00164291462344636
"41",67.5204081632653,0.000217345621609155
"42",68.7959183673469,0
"43",70.0714285714286,0
"44",71.3469387755102,0
"45",72.6224489795918,0
"46",73.8979591836735,0
"47",75.1734693877551,0
"48",76.4489795918367,0
"49",77.7244897959184,0
"50",79,0
