"","variable","Mitella_stylosa_avg"
"1",0,0.961167196076764
"2",1.22448979591837,0.000431219636949235
"3",2.44897959183673,0.00428529255338793
"4",3.6734693877551,0.00381812441946719
"5",4.89795918367347,0.00228155110906652
"6",6.12244897959184,0.0015680869280615
"7",7.3469387755102,0.00351694611393914
"8",8.57142857142857,0.00325640275326756
"9",9.79591836734694,0.00102536819399282
"10",11.0204081632653,0.00445079009016346
"11",12.2448979591837,0.00228956498497432
"12",13.469387755102,0.00314062696381726
"13",14.6938775510204,0.00125147917209845
"14",15.9183673469388,0.00163087917494912
"15",17.1428571428571,0.00130455884500807
"16",18.3673469387755,0.000201032840224671
"17",19.5918367346939,0.000228260001809662
"18",20.8163265306122,5.14084480000698e-05
"19",22.0408163265306,0.000132072672240835
"20",23.265306122449,0.00113065125960864
"21",24.4897959183673,0.000932687974621052
"22",25.7142857142857,0.000227068694696768
"23",26.9387755102041,0.000450867695140604
"24",28.1632653061225,0.00016778831850319
"25",29.3877551020408,0.000262863841251212
"26",30.6122448979592,0.000142385454815089
"27",31.8367346938776,1.32838089479852e-05
"28",33.0612244897959,1.3343444968619e-05
"29",34.2857142857143,4.72880064018006e-05
"30",35.5102040816327,0.00027837401084988
"31",36.734693877551,8.23333725964102e-05
"32",37.9591836734694,5.80689330645396e-05
"33",39.1836734693878,0.000162134206352261
"34",40.4081632653061,0
"35",41.6326530612245,0
"36",42.8571428571429,0
"37",44.0816326530612,0
"38",45.3061224489796,0
"39",46.530612244898,0
"40",47.7551020408163,0
"41",48.9795918367347,0
"42",50.2040816326531,0
"43",51.4285714285714,0
"44",52.6530612244898,0
"45",53.8775510204082,0
"46",55.1020408163265,0
"47",56.3265306122449,0
"48",57.5510204081633,0
"49",58.7755102040816,0
"50",60,0
