"","variable","Mitella_japonica_avg"
"1",1112,1.97622962274494e-05
"2",1165.0612244898,0.000484438289087473
"3",1218.12244897959,0.0012469562878466
"4",1271.18367346939,0.00104633196001972
"5",1324.24489795918,0.00161522435102541
"6",1377.30612244898,0.00277788030779066
"7",1430.36734693878,0.00375240384181847
"8",1483.42857142857,0.00791754339583396
"9",1536.48979591837,0.0137913911181102
"10",1589.55102040816,0.0148963599486031
"11",1642.61224489796,0.0239205599629004
"12",1695.67346938776,0.0338366042279587
"13",1748.73469387755,0.0443547895525316
"14",1801.79591836735,0.0721645838918041
"15",1854.85714285714,0.0648363156964058
"16",1907.91836734694,0.0584379155511261
"17",1960.97959183673,0.0547493755697172
"18",2014.04081632653,0.0432512377863068
"19",2067.10204081633,0.037358526339368
"20",2120.16326530612,0.0359283729011123
"21",2173.22448979592,0.0370499692038093
"22",2226.28571428571,0.0391842628580967
"23",2279.34693877551,0.0378889435298674
"24",2332.40816326531,0.0361987631336316
"25",2385.4693877551,0.0347349780344778
"26",2438.5306122449,0.0318568843779
"27",2491.59183673469,0.0293069494052555
"28",2544.65306122449,0.0296180472126473
"29",2597.71428571429,0.0307662720919409
"30",2650.77551020408,0.0254002781787157
"31",2703.83673469388,0.0217823996658411
"32",2756.89795918367,0.0178447351994615
"33",2809.95918367347,0.0150774583220546
"34",2863.02040816327,0.0131888333065076
"35",2916.08163265306,0.0139721198451878
"36",2969.14285714286,0.0120757810172852
"37",3022.20408163265,0.0104059084738621
"38",3075.26530612245,0.00840787905495973
"39",3128.32653061224,0.00707216699455282
"40",3181.38775510204,0.00607544648579963
"41",3234.44897959184,0.00527129481969503
"42",3287.51020408163,0.00550145605548766
"43",3340.57142857143,0.00419692124142869
"44",3393.63265306122,0.00370198730084619
"45",3446.69387755102,0.00283171385859085
"46",3499.75510204082,0.00287016065485376
"47",3552.81632653061,0.000955528704799435
"48",3605.87755102041,0.000202375390291485
"49",3658.9387755102,0.000173912306558544
"50",3712,0
