"","variable","Heuchera_grossulariifolia_avg"
"1",3,0.000264641496463643
"2",6.15816326530612,0.00566296344791274
"3",9.31632653061224,0.0316860820724685
"4",12.4744897959184,0.0749477457493399
"5",15.6326530612245,0.0729585395078091
"6",18.7908163265306,0.0714528613980317
"7",21.9489795918367,0.0812412046122258
"8",25.1071428571429,0.0684851104750206
"9",28.265306122449,0.0762371081373082
"10",31.4234693877551,0.0724156985801452
"11",34.5816326530612,0.0603236301618529
"12",37.7397959183673,0.0563548323738536
"13",40.8979591836735,0.0374674265022324
"14",44.0561224489796,0.0302306101169709
"15",47.2142857142857,0.0277464356610896
"16",50.3724489795918,0.0227699557619547
"17",53.530612244898,0.0280599145167417
"18",56.6887755102041,0.0296001899224201
"19",59.8469387755102,0.0286859035569959
"20",63.0051020408163,0.0307706580542475
"21",66.1632653061224,0.0233315742788763
"22",69.3214285714286,0.0200959198867611
"23",72.4795918367347,0.0170459940296271
"24",75.6377551020408,0.0107178226485102
"25",78.7959183673469,0.00854101749888415
"26",81.9540816326531,0.00570958177731874
"27",85.1122448979592,0.00300677646811951
"28",88.2704081632653,0.00162201459078089
"29",91.4285714285714,0.0010131141508819
"30",94.5867346938775,0.000433628041925558
"31",97.7448979591837,0.000294359193020485
"32",100.90306122449,0.000165545242196718
"33",104.061224489796,0.00016907691952069
"34",107.219387755102,0.000136906808355962
"35",110.377551020408,0.000164103023763264
"36",113.535714285714,0.000122810216266885
"37",116.69387755102,6.82431201057112e-05
"38",119.852040816327,0
"39",123.010204081633,0
"40",126.168367346939,0
"41",129.326530612245,0
"42",132.484693877551,0
"43",135.642857142857,0
"44",138.801020408163,0
"45",141.959183673469,0
"46",145.117346938776,0
"47",148.275510204082,0
"48",151.433673469388,0
"49",154.591836734694,0
"50",157.75,0
