"","variable","Heuchera_novomexicana_avg"
"1",0,0.0150679013949399
"2",0.419760451024892,0.0385234915935345
"3",0.839520902049784,0.0608540620812377
"4",1.25928135307468,0.0766567344671191
"5",1.67904180409957,0.0948012158225852
"6",2.09880225512446,0.0891622318066495
"7",2.51856270614935,0.0802521831451306
"8",2.93832315717424,0.072415713382669
"9",3.35808360819913,0.063750752603117
"10",3.77784405922403,0.0536945324049902
"11",4.19760451024892,0.0460364546312598
"12",4.61736496127381,0.0407562017181554
"13",5.0371254122987,0.0346059265910823
"14",5.45688586332359,0.0281432888222285
"15",5.87664631434849,0.024204105173414
"16",6.29640676537338,0.0212620680580113
"17",6.71616721639827,0.018478187614252
"18",7.13592766742316,0.01516754801648
"19",7.55568811844805,0.0148856729325405
"20",7.97544856947295,0.012726260500455
"21",8.39520902049784,0.0121131485642533
"22",8.81496947152273,0.0106386458086027
"23",9.23472992254762,0.00861666154135823
"24",9.65449037357251,0.00864126449354229
"25",10.0742508245974,0.00816194450544887
"26",10.4940112756223,0.00683726996393263
"27",10.9137717266472,0.00678094982343722
"28",11.3335321776721,0.00582271234385397
"29",11.753292628697,0.00495382699521231
"30",12.1730530797219,0.00449051235460175
"31",12.5928135307468,0.0044927767185424
"32",13.0125739817716,0.00267552862771738
"33",13.4323344327965,0.00229580577396368
"34",13.8520948838214,0.00220640912330472
"35",14.2718553348463,0.00193697666368828
"36",14.6916157858712,0.00173389115756916
"37",15.1113762368961,0.00147463468282383
"38",15.531136687921,0.00166874370856336
"39",15.9508971389459,0.00120454590227863
"40",16.3706575899708,0.000688366112955295
"41",16.7904180409957,0.00070017491750743
"42",17.2101784920206,0.000420677456990864
"43",17.6299389430455,0
"44",18.0496993940703,0
"45",18.4694598450952,0
"46",18.8892202961201,0
"47",19.308980747145,0
"48",19.7287411981699,0
"49",20.1485016491948,0
"50",20.5682621002197,0
