"","variable","Heuchera_caroliniana_avg"
"1",5,9.52761919451927e-06
"2",6.85714285714286,1.67345604944194e-05
"3",8.71428571428572,0.000313600923900079
"4",10.5714285714286,0.00316209105335053
"5",12.4285714285714,0.0111777184708827
"6",14.2857142857143,0.0287291795682822
"7",16.1428571428571,0.0775104230920901
"8",18,0.082304926140717
"9",19.8571428571429,0.167236349185249
"10",21.7142857142857,0.157256201075765
"11",23.5714285714286,0.111464027766591
"12",25.4285714285714,0.0821188750439387
"13",27.2857142857143,0.0438900927230324
"14",29.1428571428571,0.0543204778035511
"15",31,0.0450382799957548
"16",32.8571428571429,0.0341518141623435
"17",34.7142857142857,0.0204063097685927
"18",36.5714285714286,0.0148551787682363
"19",38.4285714285714,0.0103583932782832
"20",40.2857142857143,0.00782977194577691
"21",42.1428571428571,0.00877486438919016
"22",44,0.00565744439865927
"23",45.8571428571429,0.00595078098602893
"24",47.7142857142857,0.00462726474244266
"25",49.5714285714286,0.00456265154184925
"26",51.4285714285714,0.0037756875492219
"27",53.2857142857143,0.00292994999331353
"28",55.1428571428571,0.00320016334596711
"29",57,0.00216284113157549
"30",58.8571428571429,0.00197524463668333
"31",60.7142857142857,0.00108957328962189
"32",62.5714285714286,0.00110551605590111
"33",64.4285714285714,0.00075668324824447
"34",66.2857142857143,0.000322003688220963
"35",68.1428571428571,0.000350533352997217
"36",70,0.000170635937728162
"37",71.8571428571429,0.000185835911890844
"38",73.7142857142857,0.000106241003063572
"39",75.5714285714286,5.44904634010667e-05
"40",77.4285714285714,7.07436375624967e-06
"41",79.2857142857143,3.86850017426422e-05
"42",81.1428571428571,4.58620224731249e-05
"43",83,0
"44",84.8571428571429,0
"45",86.7142857142857,0
"46",88.5714285714286,0
"47",90.4285714285714,0
"48",92.2857142857143,0
"49",94.1428571428571,0
"50",96,0
