"","variable","Mitella_ovalis_avg"
"1",130,0.000106236755134023
"2",135.040816326531,0.000743856381090905
"3",140.081632653061,0.000896307763300498
"4",145.122448979592,0.00126151493098378
"5",150.163265306122,0.00203131450975995
"6",155.204081632653,0.0026827274792059
"7",160.244897959184,0.00580476831667591
"8",165.285714285714,0.00895683866622606
"9",170.326530612245,0.0107206335546526
"10",175.367346938776,0.0127457802788461
"11",180.408163265306,0.0159210790214124
"12",185.448979591837,0.0188387830709257
"13",190.489795918367,0.0233205015467041
"14",195.530612244898,0.019755837373951
"15",200.571428571429,0.0199950071028941
"16",205.612244897959,0.0237788954862841
"17",210.65306122449,0.0261705418693133
"18",215.69387755102,0.0307263490866993
"19",220.734693877551,0.0321631088118584
"20",225.775510204082,0.0315880220969006
"21",230.816326530612,0.0362802565231347
"22",235.857142857143,0.036853505887085
"23",240.897959183673,0.0481778735659056
"24",245.938775510204,0.0492373137741017
"25",250.979591836735,0.0480859779459343
"26",256.020408163265,0.0409292645491558
"27",261.061224489796,0.0470243621693791
"28",266.102040816327,0.0525169634216563
"29",271.142857142857,0.0434630414804685
"30",276.183673469388,0.0370776264755442
"31",281.224489795918,0.0366249784828748
"32",286.265306122449,0.0380245513349144
"33",291.30612244898,0.0377445682508699
"34",296.34693877551,0.0367906411947527
"35",301.387755102041,0.0270372724401478
"36",306.428571428571,0.0220608934351484
"37",311.469387755102,0.0192697864046047
"38",316.510204081633,0.0176080408343675
"39",321.551020408163,0.0105376073836039
"40",326.591836734694,0.00666901944671079
"41",331.632653061224,0.00447024350601481
"42",336.673469387755,0.00363986360537464
"43",341.714285714286,0.00436032480195251
"44",346.755102040816,0.00390934405982969
"45",351.795918367347,0.00230562457815549
"46",356.836734693878,0.000827267888073722
"47",361.877551020408,0.000247920816935659
"48",366.918367346939,1.77616404847186e-05
"49",371.959183673469,0
"50",377,0
