"","variable","Lithophragma_parviflorum_avg"
"1",0,0.452690903174322
"2",2.04081632653061,0.00941752951878343
"3",4.08163265306122,0.0132577618441571
"4",6.12244897959184,0.0205191939810683
"5",8.16326530612245,0.0173975524368893
"6",10.2040816326531,0.0183826685871136
"7",12.2448979591837,0.0243801599575947
"8",14.2857142857143,0.030616410759928
"9",16.3265306122449,0.0222127809142939
"10",18.3673469387755,0.016542399841782
"11",20.4081632653061,0.0168200342994314
"12",22.4489795918367,0.0189523167632928
"13",24.4897959183673,0.0230270365623569
"14",26.530612244898,0.0195415852775402
"15",28.5714285714286,0.0295841713495013
"16",30.6122448979592,0.0235896695341168
"17",32.6530612244898,0.0300189189501001
"18",34.6938775510204,0.0305820074492035
"19",36.734693877551,0.0401151363685101
"20",38.7755102040816,0.0170957394792285
"21",40.8163265306122,0.0145694105301778
"22",42.8571428571429,0.00893546374005804
"23",44.8979591836735,0.00488171756412458
"24",46.9387755102041,0.0040689742035176
"25",48.9795918367347,0.00858373719820009
"26",51.0204081632653,0.00879517466396296
"27",53.0612244897959,0.0065479146531181
"28",55.1020408163265,0.00813661493253834
"29",57.1428571428571,0.00790979337962985
"30",59.1836734693878,0.0101335627001485
"31",61.2244897959184,0.00473053004366007
"32",63.265306122449,0.0045898099151324
"33",65.3061224489796,0.00354515686965848
"34",67.3469387755102,0.0037255261891141
"35",69.3877551020408,0.00342108361372383
"36",71.4285714285714,0.0031736738987122
"37",73.469387755102,0.00252888148523685
"38",75.5102040816327,0.0025486606537418
"39",77.5510204081633,0.0021172852376941
"40",79.5918367346939,0.00153949993432398
"41",81.6326530612245,0.00400907986272639
"42",83.6734693877551,0.002773926535338
"43",85.7142857142857,0.00103053379143445
"44",87.7551020408163,0.00037714141068324
"45",89.7959183673469,0.000552194397402602
"46",91.8367346938776,0.000759385488263837
"47",93.8775510204082,0.000319223932015421
"48",95.9183673469388,0.000100724341696348
"49",97.9591836734694,0.000325884648355832
"50",100,0.000525457136396133
