"","variable","Heuchera_villosa_avg"
"1",5.5,4.99756939784461e-07
"2",7.5765306122449,1.26788119792854e-05
"3",9.6530612244898,0.000850837036517123
"4",11.7295918367347,0.00450353215704191
"5",13.8061224489796,0.0100033555691242
"6",15.8826530612245,0.0168228959829632
"7",17.9591836734694,0.0303416052958163
"8",20.0357142857143,0.0690355404266082
"9",22.1122448979592,0.0752124570480517
"10",24.1887755102041,0.0905787561632248
"11",26.265306122449,0.0778471391767565
"12",28.3418367346939,0.0798449168855305
"13",30.4183673469388,0.0651613753164974
"14",32.4948979591837,0.0753849607055254
"15",34.5714285714286,0.0415025592377692
"16",36.6479591836735,0.0396715164821209
"17",38.7244897959184,0.0382121041485878
"18",40.8010204081633,0.0306232035202502
"19",42.8775510204082,0.033899276712132
"20",44.9540816326531,0.0274766240703879
"21",47.030612244898,0.031776727259535
"22",49.1071428571429,0.0199197681065335
"23",51.1836734693878,0.0189219862252958
"24",53.2602040816327,0.0244906775971583
"25",55.3367346938775,0.0165419827105508
"26",57.4132653061224,0.0191209881897825
"27",59.4897959183673,0.0160293016514857
"28",61.5663265306122,0.0117501889882567
"29",63.6428571428571,0.0116460161241644
"30",65.719387755102,0.0082993115180937
"31",67.7959183673469,0.00575199049295422
"32",69.8724489795918,0.00318058141964514
"33",71.9489795918367,0.00258863122416007
"34",74.0255102040816,0.0014181392357865
"35",76.1020408163265,0.000755031221789778
"36",78.1785714285714,0.000581722556815666
"37",80.2551020408163,0.000241120974167921
"38",82.3316326530612,0
"39",84.4081632653061,0
"40",86.484693877551,0
"41",88.5612244897959,0
"42",90.6377551020408,0
"43",92.7142857142857,0
"44",94.7908163265306,0
"45",96.8673469387755,0
"46",98.9438775510204,0
"47",101.020408163265,0
"48",103.09693877551,0
"49",105.173469387755,0
"50",107.25,0
