"","variable","Mitella_pauciflora_avg"
"1",235,0
"2",237.632653061224,0
"3",240.265306122449,4.57364251872785e-05
"4",242.897959183673,4.13603295276787e-05
"5",245.530612244898,5.50263918273089e-05
"6",248.163265306122,5.44488855928559e-05
"7",250.795918367347,0.000119886006361216
"8",253.428571428571,7.71979076283338e-05
"9",256.061224489796,0.000277559964449752
"10",258.69387755102,0.000356604819412725
"11",261.326530612245,0.000247028039265233
"12",263.959183673469,0.000408665655574923
"13",266.591836734694,0.000361027743317248
"14",269.224489795918,0.000782652662990149
"15",271.857142857143,0.00137585280554563
"16",274.489795918367,0.00130030223833671
"17",277.122448979592,0.00229056505923272
"18",279.755102040816,0.00409283511939634
"19",282.387755102041,0.00417217941211419
"20",285.020408163265,0.00892025114833204
"21",287.65306122449,0.00841219899707096
"22",290.285714285714,0.0155427397228653
"23",292.918367346939,0.0186063079816413
"24",295.551020408163,0.0149728516807687
"25",298.183673469388,0.0171056604824491
"26",300.816326530612,0.0146808673590742
"27",303.448979591837,0.00859707398171879
"28",306.081632653061,0.0149812414368518
"29",308.714285714286,0.0243088936326481
"30",311.34693877551,0.0280782270383124
"31",313.979591836735,0.0585167215814438
"32",316.612244897959,0.0446000602592333
"33",319.244897959184,0.0755956691528818
"34",321.877551020408,0.0825040843556924
"35",324.510204081633,0.0497143287139755
"36",327.142857142857,0.057758623554379
"37",329.775510204082,0.0462413166300184
"38",332.408163265306,0.0369293118534662
"39",335.040816326531,0.0662491890360031
"40",337.673469387755,0.043317470920041
"41",340.30612244898,0.0607617064623812
"42",342.938775510204,0.0575194922410486
"43",345.571428571429,0.0274983798579752
"44",348.204081632653,0.0314721884006188
"45",350.836734693878,0.0252851267116281
"46",353.469387755102,0.0128382250006657
"47",356.102040816327,0.0162611498636031
"48",358.734693877551,0.0108721834473943
"49",361.367346938776,0.00533827638430856
"50",364,0.00046125264574871
