"","variable","Conimitella_williamsii_avg"
"1",17,9.77615618908008e-05
"2",20.9591836734694,0.000411912345346757
"3",24.9183673469388,0.0010898350734574
"4",28.8775510204082,0.00212313846483441
"5",32.8367346938776,0.00441394034706633
"6",36.7959183673469,0.0074731264496801
"7",40.7551020408163,0.0126536170093085
"8",44.7142857142857,0.0176764272629651
"9",48.6734693877551,0.0201694090450699
"10",52.6326530612245,0.0237523053260298
"11",56.5918367346939,0.0273001973497794
"12",60.5510204081633,0.0325831719979365
"13",64.5102040816327,0.0347567642389267
"14",68.469387755102,0.0365973130057624
"15",72.4285714285714,0.0396946689701276
"16",76.3877551020408,0.0426486961606085
"17",80.3469387755102,0.0437103924616269
"18",84.3061224489796,0.0445110825171911
"19",88.265306122449,0.0436228814752631
"20",92.2244897959184,0.0471819718620679
"21",96.1836734693878,0.0519426183065901
"22",100.142857142857,0.0567019044101549
"23",104.102040816327,0.0564252822258289
"24",108.061224489796,0.0505321539845743
"25",112.020408163265,0.045373981554662
"26",115.979591836735,0.0300170792793368
"27",119.938775510204,0.041043404746299
"28",123.897959183673,0.0345373540538268
"29",127.857142857143,0.0285513633768224
"30",131.816326530612,0.0275831162135144
"31",135.775510204082,0.024167967978181
"32",139.734693877551,0.0213341552710069
"33",143.69387755102,0.0165754039946743
"34",147.65306122449,0.0127402235222296
"35",151.612244897959,0.0102008791310154
"36",155.571428571429,0.00576671422031536
"37",159.530612244898,0.00223670713478637
"38",163.489795918367,0.000995980560495224
"39",167.448979591837,0.000472995050223631
"40",171.408163265306,0.000194001220715573
"41",175.367346938776,9.49290635899706e-05
"42",179.326530612245,2.84862231590238e-05
"43",183.285714285714,1.01686793517968e-05
"44",187.244897959184,4.03322196492906e-06
"45",191.204081632653,4.83651742142737e-07
"46",195.163265306122,0
"47",199.122448979592,0
"48",203.081632653061,0
"49",207.040816326531,0
"50",211,0
